,symptom,label
545,특별한 외상은 없었고 어제 머리감는데 두피가 좀 들어가있는 느낌이 들어서 계속 신경이 쓰여서 어제 종일 정수리부분을 손으로 만지고 꾹꾹 누르고 그랬습니다  근데 어제 저녁부터 지금까지 정수리부분이 두피가 화끈거리고 그 두피 시원해지는 샴푸 썼을때 그런느낌이 있습니다 ㅠㅠ 어제부터 두피를 많이 만져 이런 증상이 나타날수도 있나요,두피
546,제가 머리 숱이 정말 많다 못해 풍성해서 머리 걱정은 없었거든요ㅠㅠ머릿결도 좋고ㅠㅠ근데 제작년작년부터 머리가 빠지기 시작하더니 이제 머리 긁거나 감으면 진짜 뭉텅이로 우수수빠져요ㅠㅠ머리숱도 반이나 줄었고요ㅠㅠ요즘엔 M자 탈모도 와서 우수수 떨어져요ㅠㅠ그래도 아직 많기는 한데ㅠㅠ탈모샴푸를 써서 그런지 건조해서 더 뻐지는 것 같거든요두피가 많이 건조항 것 같아서 샴푸도 이번에 바꿨어요질문1두피토너를 쓰면 탈모가 줄어들 수 있을까요질문2싸고 좋은 두피토너 추천해주세요질문3머리가 다시 자라는게 보이긴 하는데 원래 머리 숱으로 돌아갈 수 있을까요,두피
547,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
548,머리두피를 긁을때 하얀 아주 작은 알멩이 같은게 손에 결려요 샤워할때 두피빗 두피브러쉬도 샴푸할때 하고 씻는데샴푸하고나서 제대로 안씻어서 그런가요탈모증상왜 그런지좀 알려주세요ㅜㅜ예방방법대처방법도 부탁합니다ㅠ,두피
549,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
550,머리가 너무 가려위서 두피스케일링 제품 써보려 하는데두피스케일링 뭐가 좋은지 추천 좀 해주세요샴푸를 써도 머리가 가렵고 각질이ㅠ성분 좋은 두피스케일링 있나요,두피
551,고1여자구요 두피가 지성이고 비듬이 있는편인데요두피가 예전부터 좀 빨갰는데 요즘 더 그러네요ㅜㅜ샴푸나 제품 추천좀해주세요 자세히 설명도 부탁드려요,두피
552,머리를 하루라도 안감으면 두피가 아픕니다보통 뒷통수쪽 두피가 아프고 오늘은 왼쪽이 아프네요간지럽지는 않아요원인이 뭘까요,두피
553,안녕하세요최근 두피에 통증이 있어 사진으로 찍어보니 트러블 염증 이 생겨서 글 남깁니다우측 이마측면 두피쪽에 사진과 같이 트러블or염증이 생겼고그 외 우측 투블럭라인 좌측 구렛나루 라인에 볼록하게 안익은 여드름처럼 뭔가 생겼습니다왜 이런게 생기는거고 해결 방안은 어떤건가요,두피
554,초4딸 두피에 붉은 점 같은게 작년가을쯤부터 보여서 이게 뭔가요,두피
555,씻고 나와서 머리를 말린 후 두피를 보면 각질이 엄청 잇는데 못없앨까요,두피
556,지금 두피가이렇게 올라왔습니다 한 1년된거같은데 심각해진거같아서요 두피병원이 따로있을까요 좋은샴푸 추천드립니다 쿠팡제외,두피
557,방금 적당히 차가운물로 머리를 감고 나왔는데 두피를 만져보니까 열감이 있어요 여름도 아니고 겨울인데 두피 열 나는 이유는 뭔가요 아픈 곳도 없거든요ㅜㅜ,두피
558,두피에 피고인거처럼점마냥 나있는데 이거먼가요 23개 정도 있는거같아요,두피
559,두피마사지 어떻게 해야하나요시원하게 두피마사지 하는방법 좀 알려주세요계절이 바뀌면서 두피에 열도 많이 나는거 같은데케어 할 수 있는거도 같이 알려주시면 좋을거 같아요두피마사지 하면서 케어할 수 있는거로 알려주세요,두피
560,혹시 머리 샴푸묻힌다음에 목욕탕 한증막 들어가서 10분 잇다가 나와서 씻으면 머리 두피괜찮나요,두피
561,대구두피문신 잘하는곳 좀 알려주세요탈모 때문에 오랫동안 스트레스 받다가 지인분이 두피문신하신것을 보고 너무 괜찮아서 저도 해보려고 알아보고 있습니다그런데 가격이 다들 너무 비싸네요 ㅜㅜ 합리적으로 할 수 있는 곳 어디 없을까요실제로 대구 두피문신 받으신분이나 좋은곳 아시는분 알려주시면 정말 감사할 것 같습니다ㅜ,두피
562,제가 몇년 전부터 건성 두피로 알고있었습니다여드름 잘 없고 두피가 벌겋지 않은데손발이 항상 건조하고 얼굴도 건조하다는 느낌을 받았거든요 물 많이 먹고 두피 스케일링클리닉건성샴푸다 써봤지만 각질 때문에 스트레스 였습니다 그런데 제가 저번달 부터 자취를 시작하고여드름도 조금씩 올라오고 피부과에선 각질보고지루성 두피염이라 하더라고요유분이 많고 수분이 적은것도 이해가 가고그러면 건성이자 지성인 것인데건성은 샴푸를 줄이고 지성은 자주 감아줘야 한다는데뭐가 맞을까요광고성매크로 답변은 차단하겠습니다,두피
563,두피 두꺼워지는 방법좀 알려주세요,두피
564,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
565,얼마전부터 두피에 자꾸 트러블이 한두개씩 올라오고각질도 생겨서 지금 스트레스가 장난이 아니예요ㅠㅠ혹시 몰라서 샴푸도 급하게 바꿔보고 그랬는데생각처럼 크게 달라지는 게 없는 것 같더라고요그래서 두피 팩에 진정이나 각질에 도움이 될까 싶어서써보려고 하는데 두피 팩 이거 관리할 때 도움이 될까요ㅠㅠ두피 팩으로 관리해보신 분들 후기좀 부탁드려요ㅠㅠ,두피
566,두피가 가끔 아픕니다안 맞는 샴푸 사용 할 때나머리 오랜만에 감았을때 그런데 아플 때마다 두피 전체나 무작위로 아픈게 아니라꼭 제가 사진에서 가운데 손가락으로 누른 부분만 아파요저희 엄마께서 머리카락 헤집어서 봐주시면 빨갛거나 뭐가 난게 없대요그런데 두피가 아파요 저 부분 머리카락 당기면 통채로 빠질것 같아요왜 그런걸까요,두피
567,두피가 약하고 머리카락 움직일때마다 아파요ㅠ 헤어제품 추천해주세요,두피
568,한 12년전부터 운동을 하거나 좀 몸을 격하게 움직여 더워지면두피에 땀이 많이나요여름에는 당연한거고 겨울에도 운동해서 더워지면 두피에서 땀이나 머리카락이 젖어요원래도 두피가 가렵고 각질이 많은편입니다이건 어느병원을 가야하나요,두피
569,한 23주 전부터 자고 일어나면 두피 일부분이 아파요 두피가 빨갛거나 하지는 않은 거 같은데 누르거나 배게를 뱄을때 땡겨지묜 아파요 탈모 전조 증상인가요 병원은 어디 병원을 가야할까요,두피
570,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
571,두피에 뭐가 난건지 이렇게 군데군데 붉고 가끔씩간지러워요 뭐가난걸까요,두피
572,중학생여자인데요 제가 곱슬도 심하고 그래서 매직을 하는데 저번에 매직하규 난 뒤로 머리가 자꾸 간지럽고 두피에 뽀드락지도 나는구같아요 매직 전부터 그런건지 몰라도 어제머리감앗는대 두피가 간지러워요 그래서 긁으면 두피에 이상한거 나잇고 그래서 아파서 못 긁겟규ㅠㅠ 머리에서 작은 딱지 같은게 나올때도잇어요 왜이래요,두피
573,제 원래 피부색이 두피색인가요,두피
574,날씨가 더워지니 두피가 더 간지럽고 습하네요 성분좋은 두피케어샴푸 추천해주세요 순한성분의 두피케어샴푸 로 추천 부탁드려요 두피간지럼증없이 향좋은 두피케어샴푸 추천해주세요,두피
575,안녕하세요 제가 지성두피인데 1트리트먼트만 사용2 컨디셔너트리트먼트사용 무엇이 더 두피에 좋나요2번을 평소에씀,두피
576,엄마가 몇일전부터 두피가 가렵다고해서 오늘 두피확인해보니까 안이 이렇게 되어있는데 먼가요ㅠㅠ지루성두피염인가요 먼가요,두피
577,두피비듬이요 원형탈모 두피 뾰루지도 많앗는데 지금은 사라지고 두피에 비듬이 딱붙어잇어요 어떡하죠 좋은제품 다써봣는데요 ㅜㅜ 피부과가야할까여 두피에 비듬이 엄청많아요 하루에 한번 두피를 다 긁어서 털고 샴푸해요 그럼 담날또 생겨잇구요 긁어내야 그나마 그날 하루는 비듬이 머리에서 안나와요 어떡해야하나요하루라도안감으면 가렵구 기름져요 2일에한번 감습니다 엌지해야하나요 피부과를가야대나요ㅔ,두피
578,지금 두피가이렇게 올라왔습니다 한 1년된거같은데 심각해진거같아서요 두피병원이 따로있을까요 좋은샴푸 추천드립니다 쿠팡제외,두피
579,머리를 항상 풀거나 아래로 묶거나 했는데 오늘 새롭게 해볼려고 높게 묶을뒤에 똥머리를 했는데 한 2시간 지나니까 두피가 엄청아파서 머리를 다시 풀었는데 그 시간이 12시고 머리를 풀고 있는 지금까지도 두피가 엄청 아파요 피부과에 가봐야 할까요,두피
580,대머리를 첨 해봤는데 두피트러블이 많더라구요 이참에 약좀 바를까 해서 그런데 따로 두피에 바르는 약 같은거 있나요,두피
581,특별한 외상은 없었고 어제 머리감는데 두피가 좀 들어가있는 느낌이 들어서 계속 신경이 쓰여서 어제 종일 정수리부분을 손으로 만지고 꾹꾹 누르고 그랬습니다  근데 어제 저녁부터 지금까지 정수리부분이 두피가 화끈거리고 그 두피 시원해지는 샴푸 썼을때 그런느낌이 있습니다 ㅠㅠ 어제부터 두피를 많이 만져 이런 증상이 나타날수도 있나요,두피
582,저희 아버지 두피가 노랑색인데 괜찮나요,두피
583,어느날부터 자꾸 두피에 피지가 하루에 한개씩은 나있어요 왜이러는건가요,두피
584,아니 얼굴 가운데에서 두피 로 올라가면 점이 하나가 있는데바로 이마 위쪽에 있어요 가운데에 ㅜㅜ 이건 뭐 어떻하죠 잘 보이는뎁,두피
585,지금 헤어자격증을 갖고있는데 두피관리사에도 관심이 생겨서요 피부도 따야할까요 천안에 사는데 천안에서 두피관리사 자격증을 취득 할 수 있는 학원이 있을까요,두피
586,저희 신랑이 평소에 각질이 너무 심하게 일어나서한번 두피상태보려고 삭발했는데요삭발해보니 뒷통수쪽은 동전습진같이 동그란게 몇개 보였고우측 옆면쪽에는 울긋불긋 올라왔고두피전체적으로 각질이 심한상태예요이걸 피부과가서 연고랑 먹는약 처방받아야할까요아니면 집에서도 관리해줘야하는게있을까요사진첨부합니다,두피
587,날이 갑자기 더워지면서 두피에 열이 올라서 앞으로가 더 걱정이네요탈모 초긴데 여름이 탈모에 위험하다고 들었어요요 며칠전에도 더웠던 날 밖에 나갔다가 깜짝놀랐네요두피 상열감을 방치하면 큰일나겠죠홈케어로 긴급하게 어떻게 진정할 수 있을까요,두피
588,두피가 자꾸 가려운건 올해 처음으로 심하게 가려워요 올해9월달 들어 두피가 조금씩 가렵기 시작했어요  저녁에 머리 감고 그 다음날 저녁에 머리 안 감으면 두피가 가려워요 원래 가려움이 없었는데  머리감고 수건으로 감싸고 있으면 두피가 가려웠어요 제가 알기론 두피가 가려우면 흰머리가 날려고 하는것도 있다는데 정확헌 이유를 모르겠어요ㅠㅠ  두피가 자꾸 가려운 이유가 무엇일까요 알려주세요,두피
589,안녕하세요 천안 두피문신 SMP 유명한 곳에서 하려고찾고 있습니다 ㅠ 올해부터 시작된 탈모 때문에 20대인데너무 고민이라 스트레스 받네요 ㅠㅠ요즘 계속 정수리가 휑해져서 고민입니당 ㅠㅠ지인들이 천안 두피문신 SMP 작업 권하는데 괜찮은곳있을까요 ㅠ 천안 두피문신 찾아보니 제대로된 정보가없는거 같아서요 ㅠ 직접 다녀오신분들 후기 듣고싶습니다,두피
590,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
591,두피 긁으면 알갱이가 있고 두피여드름이있는것같아요중3인데 두피도따갑고 간지럽고 막 지금 머리카락이 잘 빠지진않는데 이거 에케해결하죠ㅜㅜㅡ,두피
592,안녕하세요 저는 19살 여자인데요 두피가 건조해서 앞머리랑 정수리있는 쪽에 비듬처럼 두피각질이 막 생겼어요 이거 어떻게 하죠 비듬같아서 너무 싫네요ㅠㅠ 해결방법이랑 이걸 예방하는 방법 있으면 알려주세요,두피
593,체육대회 했을 때 장시간 두피가 햇볕 아래에 노출이 되어있었다 보니까 두피가 빨갛게 탔어요 그런데 일주일 지나니까 탄 부분에만 두피에 각질이 막 올라오는데 어떻게 각질을 제거할 수 있나요 각질 있는게 싫어서 제가 보이는 것들만 긁어서 땠는데 이러면 더 안 좋아지나요,두피
594,헤어에센스오 두피에센스를 같이 써도 되는 건가요 그리고 두피에센스는 두피에만 발라야 되는 건가요,두피
595,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
596,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
597,원래도 각질이있었지만 샴푸도 새로바꾸고 관리해주면서몇개월간 각질이 사라졌었어요근데 저번주부터 두피에 각질이 심하게생겨요진짜 머리감고 말리고나서 거울보면 각질이 크게크게자리잡고있는게 보여요긁으면 당연히 각질이 우수수 떨어지고 두피는 붉어지고결국 그저께부터 천연샴푸비누로 감기시작했는데아직 각질이 그대로입니다전에도 천연두피샴푸비누로 감다가 바꾼지 한참됐어요제가 두피에 열이 많은편이라 여름에도 두피가 다 젖을정도였어요머리헹구기나 말리는건 여러번헹구고 두피와머리카락이 완전히 마를때까지 선풍기로 말립니다,두피
598,안녕하세요 여자사람입니다머리 감은지 하루하루 반만 지나도 머리가 엄청 기름져지고 긁으면 노란색 비듬 같은게 손에 묻어 항상 닦기 일쑤였구요 어쩔때는 가끔 뾰루지도 나있고 머리카락 또 항상 엄청 많이 빠져 침대 머리맡 바닥 곳곳에 마져있어요 저는 제가 잘 못 씻어서 그런 건 줄 알았는데 지성두피일까요 지성두피 방치하면 탈모온다는데 생각없이 살다가 인터넷에서 지성두피 특징 이런걸 봐서 궁금해서 물어봐요 만약 맞다면 지성두피샴푸 추천해주세요 머리감는법 같은 팁도 있으면 알려주세요,두피
599,온도가 변하거나 추운곳따뜻한곳열받거나 살짝 더우면 두피가 미칠듯이 간지러워요 그렇다고 계속 긁으면 두피 손상될 것 같아서 긁지도 못하고 혹시 왜그런지 알 수 있을까요 ㅠㅠ 탈모 원인인지도 궁금하네요 샴푸를 바꿔야하나요 ㅠㅠ추가로 비듬도 계속 떨어져요 머리는 매일 감습니다,두피
600,안녕하세요 20살 남학생입니다  원래는 머리를 감으면 최소 이틀동안은 머리에 떡이 안지는 편이었는데  장발을 하기위해 머리를 기르니9개월째 길렀습니다 아침에 머리를 감으면 점심만 되도 떡이집니다  머리가 길어지니 머리카락이 두피를 빈틈없이 감싸는 느낌인데 이로인해 두피에 땀이차는게 느껴집니다  두피에 땀이차다보니 머리가 빨리 떡지고 냄새도 나서 도움을 구합니다  어떻게 해야하나요,두피
601,샴푸해도 두피에 열감이 있어요날이 아직 더운데 두피 열감이 있으니더 더워지는 느낌도 있고두피도 붉은기가 돌고ㅜㅜ 이래저래 불편하네요두피열 내리는 법 알 수 있을까요,두피
602,하얗게 일어난곳도 있고 노란딱지 진곳도 있는데  아기 두피 각질 너무 심해보여서요ㅜㅜ  아기 두피 각질 거슬려서 떼주고 싶은데  이거 떼줘도 되는지 좀 알려주세요 ㅜ  각질 제거에 효과 보신 방법 있으면 좀 알려주시구요,두피
603,피부가 원래 예민한 편인데 날씨에 따라 두피도 영향을 많이 받는 것 같아요지성두피여서 매일 머리 감는데도 요즘 두피가 간지럽고 머리카락에 힘도 없는 것 같은데 헤어팩 하면 효과 있나요 올리브영에서 살 수 있는 제품으로 추천해주세요,두피
604,학창시절 부터 지루성 두피로 고민했었는데 성인이 되도 잘 안낫네요 머리도 자주 감아주고 두피관리용품도 여러개 써봤는데 그렇게 나아지는건 못느끼겠어요 병원을 가야할까요 아님 지금 사용하는 두피관리용품이 안맞는 걸까요 지루성 두피에 좋은 두피관리용품 추천 해주세요,두피
605,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
606,두피 건선때문에 죽겠는데 제주도에 두피질환 잘 보는 병원 없나요,두피
607,씻고 나와서 머리를 말린 후 두피를 보면 각질이 엄청 잇는데 못없앨까요,두피
608,가만히 있을때는 괜찮은데 베개를 배고 눕거나 머리를 어디에 기댈 때 상당한 통증이 있습니다 따갑고 두피가 찢어질듯한 그런 통증이에요정수리 후두부 목쪽에 가까운 두피까지 전체적으로 아픕니다 건조한 느낌이 들기는 한데 평소 지성두피입니다 ㅠㅠ건성으로 바뀐걸까요 아픈 두피 부분에 손을 넣으면 다른부분과 다르게 좀 꺼끌꺼끌한 느낌이 들고 간혹 작은 알갱이 같은게 만져지고 손에 붙기도 합니다어떻게 관리하면 좋을까요 ㅜ광고 사절입니다,두피
609,엄마 두피에 이런게 생겼는데 좀 오래지났는데 피부과가서 없애야되나요 이건 왜생긴거고 뭔가요,두피
610,제가 양쪽 엠자에 두피가 빨개요 엠자 쪽은 심해오 좀 그리고 구렛나룻 쪽에도 각질이랑 버즘같이 올라왓어요,두피
611,두피가 간지럽고 두피가 빨개요 딱지도 생깁니다 그리고 씻을때 머리카락이 좀 빠지는데 사진 보시면 혹시 저 탈모진행인가요 만약 맞으면 어디 병원으로 가서 진찰을 받아야하나요 진지하게 답변 부탁드립니다,두피
612,두피에 피부염이랄까 뭔가 나서 크기가 꺼지는 느낌인데요뭔지 아시나요피부과 가서 진료가 필요한가요,두피
613,제가 지루성두피라는걸 몇년만에 알았네요안그래도 두피가 심하게 가렵기는했는데단순히 지성두피라 그런줄알았습니다이제부터 지루성두피샴푸로 관리해서가려운것만이라도 치료하고싶은데괜찮은 지루성두피샴푸 추천해주세요,두피
614,초등자녀 두피기름이 많이 생기기 시작했어요관리 어떻게 해줘야 할까요,두피
615,어제 태어난 아기입니다두피가 태지떨어지고 보니깐 저렇게 붉은반점같은게 있네요ㅠ없어질까요,두피
616,7년째 하루라도 안감으면 머리가 떡지고 가렵고 샴푸전 두피긁어내서 비듬 다 털고 깜아야 머리에서 비듬떨어지는게 덜해요 왜그러는건가요 저렇게 두피에 딱 붙어잇고 비듬에 좋다는 샴푸란 샴푸는 다 써봤어요 왜이럴까요  구석구석 잘말리고 잘감는데,두피
617,안녕하세요 두피케어샴푸 추천 받아서 써보려고 합니다지금 머리가 빠지고 있어서 두피케어샴푸로 응급처치 하려고하는데 어떤 두피케어샴푸를 써줘야 좋을지 알아보고 있어요저같이 머리가 빠지고 있는데 두피케어샴푸 써서 괜찮아지신 분 있으시면 좀 알려주세요두피케어샴푸로 도움좀 받고 싶습니다,두피
618,엄마 두피에 사진처럼 이렇게 까만 점들같은게 생겼는데 이게 왜생긴거고 뭔가요  피부과를 가야되는걸까요,두피
619,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
620,머리를 저녁에 운동해서 아침 저녁으로 감는데요 두번 감아도 되나요 참고로 제가 두피가 지성 두피이고 린스도 하는데 이렇게 많이 감아도 되는지와 해결책좀 알려주세요,두피
621,지금 헤어자격증을 갖고있는데 두피관리사에도 관심이 생겨서요 피부도 따야할까요 천안에 사는데 천안에서 두피관리사 자격증을 취득 할 수 있는 학원이 있을까요,두피
622,트리트먼트 사용법을 보니 두피에는 바르지 말고 모발에만 바르라 되어있어요 또 어떤 거는 두피와 모발에 함께 바르라 되어있구요트리트먼트 린스 두피팩 무슨 차이죠,두피
623,진짜 두피에 비듬이 완전달라붙어잇는거같고 예전엔원형탈모도잇엇고 두피에뾰루지도자주나는데 머리하루에한번안감으면기름지고가려우ㅜ요 그리고 하루에한번두피를긁어주고 털어주고 샴푸를해요 샴푸원래 미장센쓰다 덴탈샴푸로바꿧는데도 게속그러는데 피부과 가야하나요 니조랄같은제품 추천하지마세요피부과가는게나을까요  하루에한번긁어도 또 다시 생겨요 하루마다 두피에 게속붙어잇어요 긁어내도 피부과가야할까요 하루만안감아도 비듬 우두두 그리고 가려움 진짜 하루만안감아도가려움 ㅜㅜ,두피
624,34년 전에 탈색염색을 밥먹듯이 했었는데머리를 감고 반나절만 지나도 탈색하고 난 것처럼두피가 아리고 따가워요머리를 잡고 결 반대방향으로 들어올리면 정말 아픕니다정수리부터 아프다가 머리 감은지 하루가 지나면머리 전체가 아파요자기전에는 근질거려서 긁으려고 손대면 또 두피가 따끔하고 아파요 그래서 손 끝으로 지압하듯 눌러주기만 합니다두피 자체는 버석한 편인데 두피 근처 머리가락은 기름지고 머리끝은 건조합니다두피에 뾰루지는 없으며 붉지도 않습니다머리를 자주 묶어서 그런가 하는 생각에 머리를 안묶고 지낸지 한달이 넘었는데 차도가 없습니다 최근에는 무실리콘 샴푸로 바꿨는데도 변화가 없습니다대체 왜 이러는걸까요 ㅠㅠ,두피
625,탈색을 몇번하고난 후에 두피가 좀따가워서 병원에서 심각하지않다구 스테로이드 물약을 처방받았습니다 스테로이드 물약을 사용하고서 며칠뒤에 머리를 좀 오래 안감다가 감고말리고 빗으니 각질이 많이떨어지더라구요 그래서물약사용을 멈추고 매일감았더니 지금은 각질이 바닥이나머리에 눈으로 안보일정도로 아주조금으로 줄었는데 다시피부과에 가야할까요아니면 두피각질에 좋은 샴푸린스헤어토닉 제품을 새로사야할까요 자연스럽게나을수도있나요,두피
626,두피를 만져보면 엄청 자그마한 각질들 딱지들이 긁히는 느낌입니다 건조한 느낌인데 건성 두피인가요 긁어보면 비듬처럼 하얗게 나옵니다지루성 두피와 건성두피 차이가 무엇인요,두피
627,두피가 붉고 모낭염이 생겨 더유제약의듀오벡스액을 처방받았습니다궁금한것은 듀오벡스액이 스테로이드 성분인가요,두피
628,두피간지러움 점점 심해지는것 같은데 해결방안 없나요ㅠ머리 잘 감고 관리 잘하는데 건조해서 그런지 두피가 간지럽네요ㅠ계속 긁다보니 두피도 상하는것 같더라고요 그래서 두피간지러움해결 할 수 있는 제품을 찾고 있는데 두피간지러움 도움되는거추천해주세요,두피
629,지성두피샴푸 추천해주세요지성두피라 두피 관리가 너무힘들어요 ㅠ유분기를 잡아주는 지성두피샴푸 좋은거 많ㄷㅏ던데종류가 많아서 추천좀부탁드릴게영,두피
630,제 두피가 건성인지 지성인지 모르겠어요하루만 안감아도 머리가 떡지고 두피가 엄청 가려워요냄새도 만ㅊ이나고 비듬이 엄청나게 떨어지고 머리도 잘 빠져요두피에 뾰루지도 나고 붉어지는 거 같아요이렇게만 설명하면 지성같은데 비듬은 마른비듬이에요,두피
631,구미 두피문신 SMP 잘하는곳 알려주세요작년부터 탈모때문에 스트레스 계속 받다가지인분들이 구미 두피문신 추천해봐서 알아보고있는데네이버에 죄다 광고만있는거 같아서요 정말 잘하는곳찾고싶어서 질문남겨요 구미 두피문신 실제로 받으신분이나 좋은곳 아시는분 답변부탁드립니다,두피
632,두피 신경을 안 썼더니 가렵고 각질 생겼어요관리를 하고 싶어서 두피관리제품 알아보고 있는데제품도 너무 많이 나오고 어떤게 좋은지 잘 모르겠어요 ㅠㅠ써본 것 중에 두피관리제품 추천하고 싶은 거 있으면 답변해주세요,두피
633,두피가 건조한데 뭘바르면될까요두피에센스를 발라야하나요 추천해주세요,두피
634,출산 후에 머리빠짐이 너무 심해서 알아보던중에 두피샴푸가 좋다고하여 두피샴푸를 여러개 써봤는데 호전이 없네요써보신 두피샴푸 중 향도 좋고 가성비도 좋고좋은 두피샴푸 추천 부탁드려요,두피
635,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
636,살면서 두피에 각질 생긴게 처음이에요탈색할 때 두피에 화상을 조금 입었고 며칠 약 바른 후에 나았어요 근데 그 이후부터 화상 입었던 부위에 각질이 생기기 시작했고 거의 8개월 째예요피부과도 두 곳 가봤는데 한 곳은 화상입은 게 새살 돋으면서 각질 벗겨지는거니 약 바를 필요 없다고 했고요다른 한 곳은 지루성 두피염의 일종인 것 같다고 바르는 약 처방해줬어요이렇게 다르게 말씀하시니 원인이 화상인지 아님 체질의 변화인지 잘 모르겠더라고요증상두피가 붉지는 않고 두피쪽 머리카락에 각질이 조금씩 붙어있는 정도예요머리 탈탈 털면 작은 각질이 우수수 떨어져요각질 크기는 가루처럼 작은것부터 얼굴 점 정도까지예요지금도 약을 바르고는 있습니다니조랄이나 씨솔트 샴푸같은거 사용하는건 더 악화시킬까요약 처방해준 병원을 지속적으로 다니는게 나을까요,두피
637,23일 머리 안 감아도 떡지지 않는 건성 두피인데 요즘 두피에 각질이 전체적으로 올라와서 스트레스예요 간지럽거나 붉은 부분은 없고 그냥 각질만 많고 건드리면 쉽게 털릴 정도예요머리를 감고 나와서 말린 후에 보면 두피 가까이에 각질이 있어요 드라이기 뜨거운 바람으로 말리긴 하는데 각질이 생기기 전에도 똑같이 말렸고 몇년동안 아무 문제도 없었는데 갑자기 각질이 생겼어요집에서 두피 스케일링을 하려고 하는데 닥터포헤어에서 파는 스케일러를 사는게 나을까요 아님 헤어토닉을 사는게 나을까요헤어토닉은 각질제거를 위한 제품은 아닌 것 같던데 헤어토닉도 괜찮을까요건성두피인데 스케일러가 자극적이지는 않을까요,두피
638,예전에는 안 그랬는데 요즘 머리두피가 간지럽고살짝 붉은끼도 있어요머리는 저녁에 감고잘 말리고 자는데도 이래요두피도 꼼꼼히 씻고 마사지도 하는데 이러네요모공도 예전보다 쫌 많이 비어졌다고 생각하고혹시 탈모는 아니겠죠,두피
639,저는 여학생이고요 염색을 많이하고 얇은 모발이였고 제가 머리가 많이 상한 상태로 머리를 계속 기르다가 너무 머리가 엉키고 잡아댕겨지고 두피도 약해지고 머리카락도 많이 뽑히고 그래서 머리를 상한부분 조금 남겨두고 다 잘랐는데 머리가 상하고 난 뒤로 두피가 약해진 거 같고 모발도 약간 원래 생머리였는데 많이 잡아댕겨서 그런가 고불한 것도 있는 거 같고요 머리를 묶고 풀었는데 두피가 아프더라고요그리고 빠지는 머리도 많은 것 같구요ㅜㅜ 어떡하면 좋을까요 관리 할 수 있는 방법 없을까요 아시는 분들 정성껏 답변 부탁드릴게요,두피
640,제 피부가 몸은 건성인데 얼굴 티존만 기름기 있는 상황입니다 머리는 2일에 한번 감는데 두피 각질이 심한거같아요 하루에 한번 감는걸로 바꾸는게 좋을까요샴푸도 그냥 엘라스틴 쓰는데 두피 전용으로 바꿔야하나 고민입니다,두피
641,제가 피부과에서 두피에 비듬이많고 가렵다고하니까 의사손생님이 보시고 두피에 약 쀼리는거 처방해주셨는대요 바르고 샤워해도되나요 아니면 샤워하고 바르나뇨,두피
642,안녕하세요 두피 영양제 홈케어 할수있는거 알아보고 있어요머리가 평소보다 많이 빠져 검사받았는데 탈모 초기에요탈모클리닉은 여력이 안되서 홈케어 하고 싶은데탈모는 어떤 제품으로 관리해야 하나요두피 영양제로만 관리해줘도 되나요좋은 두피 영양제 있으면 추천해주세요,두피
643,원래 이런적이 없는데 요근래 모가 얇아지고 많이 빠지고 이유없이 두피가 간지럽더라구요 이틀에 한번 머리를 감거나 대부분 하루에 한번씩 씻으려흐는데안씻어서 그런것 같진 않고왜이러죠막 두피 각질 이런게 생겨서 그런것 같은 이미지에 ㅠㅠ진짜 심각해요 ㅠㅠ사진 잘 보시면 두피에 각질처럼 뭐가 막 징그럽게 올라와있어요,두피
